 88.338753, 3.407044, ,260.632507, 92.416100, ,216.172501, 93.344460, ,90.345001, 28.397619, ,83.753754, 4.987586, ,83.927505, 7.884933, ,72.897499, 0.829565 
 87.057503, 4.098095, ,253.482513, 91.273254, ,188.943741, 104.104401, ,93.495003, 29.707409, ,82.327499, 5.349268, ,81.766251, 7.809102, ,72.862503, 0.494680 
 85.995003, 3.954221, ,223.393753, 99.804871, ,155.012497, 103.565727, ,94.191254, 28.651354, ,83.021248, 5.933023, ,79.479996, 7.288139, ,73.141251, 0.909703 
 84.800003, 3.691259, ,190.179993, 103.264915, ,129.542496, 81.484802, ,95.040001, 29.346323, ,84.629997, 8.515158, ,77.951248, 5.795175, ,73.711243, 1.944362 
 84.401253, 2.987993, ,163.108765, 93.726402, ,111.270004, 61.579880, ,95.496254, 28.483414, ,85.397499, 9.235636, ,77.729996, 5.336929, ,74.398750, 2.655635 
 85.367493, 5.583009, ,145.186249, 79.857117, ,100.998749, 39.429150, ,96.067505, 24.865055, ,91.790001, 20.954132, ,79.277496, 8.459584, ,75.813751, 4.529524 
 87.055000, 7.614351, ,127.422501, 73.245316, ,96.524994, 27.385141, ,90.546249, 24.809216, ,104.221252, 37.283802, ,81.835007, 11.053641, ,78.824997, 8.908120 
 88.664993, 8.825835, ,109.896255, 61.220924, ,93.671249, 21.416359, ,87.718750, 21.045233, ,119.147507, 50.804344, ,85.421249, 13.905949, ,86.470001, 22.073395 
 101.985001, 38.272354, ,116.081253, 59.681324, ,111.302505, 54.386524, ,83.248756, 21.071756, ,137.231262, 62.404362, ,89.898750, 16.276041, ,95.108749, 29.865343 
 111.571251, 42.781761, ,133.345001, 70.205902, ,130.394989, 73.304169, ,80.693756, 9.551512, ,158.367493, 69.684845, ,92.573753, 15.460053, ,103.177498, 32.414654 
 116.794998, 42.224091, ,134.778748, 69.425995, ,143.294998, 74.920586, ,80.171249, 7.712900, ,164.160004, 64.306786, ,92.995003, 15.785639, ,109.411255, 32.367924 
 120.402496, 48.475842, ,136.095001, 79.693863, ,151.433746, 77.760956, ,79.757507, 10.419265, ,162.620010, 68.683159, ,93.625000, 16.233513, ,112.235001, 31.502338 
 119.802505, 50.330544, ,134.600006, 89.289551, ,152.053757, 81.211723, ,78.642502, 11.410975, ,161.294998, 77.005112, ,92.686249, 15.401531, ,112.902512, 30.893744 
 117.057495, 43.662724, ,131.573746, 81.493576, ,150.716248, 75.998596, ,76.952499, 9.786446, ,157.665009, 72.275879, ,89.882500, 15.718391, ,114.208755, 26.929104 
 113.490005, 43.487915, ,127.551254, 73.797508, ,147.253754, 69.794769, ,74.811249, 10.558799, ,145.089996, 72.787300, ,86.973755, 16.222891, ,112.012505, 26.603453 
 110.522507, 46.820450, ,127.072495, 76.267456, ,150.161255, 69.873749, ,74.748749, 10.562273, ,129.903748, 76.875557, ,83.087502, 16.150309, ,100.919998, 28.979177 
 95.601250, 49.564529, ,107.726250, 77.620682, ,132.562500, 72.701378, ,71.991249, 10.877852, ,111.278755, 73.279037, ,77.691254, 15.136003, ,59.453335, 51.686356 
 84.514999, 35.414707, ,87.086258, 61.500805, ,111.750000, 64.028084, ,71.784996, 5.732064, ,88.941254, 64.616173, ,74.147507, 9.410488, ,87.425003, 15.773524 
 77.369995, 22.907536, ,80.884995, 21.142614, ,98.611252, 43.459476, ,71.807495, 5.545124, ,80.061249, 25.677879, ,73.017502, 4.787237, ,0.000000, 112.868378 
