  Minute,Demand,  Pgrid, Pbc, Pbd, Price_30_min, SoC,Sma,std, ,Minute,Demand,  Pgrid, Pbc, Pbd, Price_30_min, SoC,  ,Minute,Demand,  Pgrid, Pbc, Pbd, Price_30_min, SoC,  ,Minute,Demand,  Pgrid, Pbc, Pbd, Price_30_min, SoC,  ,Minute,Demand ,Pgrid, Pbc, Pbd, Price_30_min, SoC,  ,Minute,Demand ,Pgrid, Pbc, Pbd, Price_30_min, SoC,  ,Minute,Demand  ,Pgrid, Pbc, Pbd, Price_30_min, SoC  
 853, 167.582108, 130.000000, 0.000000, 37.582108, 0.001526, 77.412140,89.196251,3.225923,  ,853, 170.534698, 130.000000, 0.000000, 40.534698, 0.005880, 90.366432,  ,853, 167.066605, 130.000000, 0.000000, 37.066605, 0.004658, 76.981270,  ,853, 170.435898, 370.435913, 200.000000, 0.000000, 0.001160, 65.088951,  ,853, 100.256500, 100.256500, 0.000000, 0.000000, 0.001438, 65.963539,  ,853, 130.895706, 130.000000, 0.000000, 0.895706, 0.001447, 51.849617,  ,853, 165.432907, 130.000000, 0.000000, 35.432907, 0.001220, 27.341236 
 854, 132.927399, 130.000000, 0.000000, 2.927399, 0.001526, 77.404274,89.196251,3.225923,  ,854, 170.534698, 130.000000, 0.000000, 40.534698, 0.005880, 90.257469,  ,854, 167.397400, 130.000000, 0.000000, 37.397400, 0.004658, 76.880737,  ,854, 170.435898, 370.435913, 200.000000, 0.000000, 0.001160, 65.626587,  ,854, 101.596497, 101.596497, 0.000000, 0.000000, 0.001438, 65.963539,  ,854, 197.285797, 130.000000, 0.000000, 67.285797, 0.001447, 51.668739,  ,854, 128.932907, 128.932907, 0.000000, 0.000000, 0.001220, 27.341236 
 855, 132.927399, 130.000000, 0.000000, 2.927399, 0.001526, 77.396408,89.196251,3.225923,  ,855, 170.534698, 130.000000, 0.000000, 40.534698, 0.005880, 90.148506,  ,855, 167.697403, 130.000000, 0.000000, 37.697403, 0.004658, 76.779404,  ,855, 170.435898, 370.435913, 200.000000, 0.000000, 0.001160, 66.164223,  ,855, 102.796501, 102.796501, 0.000000, 0.000000, 0.001438, 65.963539,  ,855, 195.600296, 130.000000, 0.000000, 65.600296, 0.001447, 51.492393,  ,855, 128.932907, 128.932907, 0.000000, 0.000000, 0.001220, 27.341236 
 856, 132.927399, 130.000000, 0.000000, 2.927399, 0.001526, 77.388542,89.196251,3.225923,  ,856, 169.534698, 130.000000, 0.000000, 39.534698, 0.005880, 90.042229,  ,856, 168.342896, 130.000000, 0.000000, 38.342896, 0.004658, 76.676331,  ,856, 170.435898, 370.435913, 200.000000, 0.000000, 0.001160, 66.701859,  ,856, 102.796501, 102.796501, 0.000000, 0.000000, 0.001438, 65.963539,  ,856, 195.600296, 130.000000, 0.000000, 65.600296, 0.001447, 51.316048,  ,856, 128.932907, 128.932907, 0.000000, 0.000000, 0.001220, 27.341236 
 857, 132.927399, 130.000000, 0.000000, 2.927399, 0.001526, 77.380676,89.196251,3.225923,  ,857, 169.534698, 130.000000, 0.000000, 39.534698, 0.005880, 89.935951,  ,857, 167.002899, 130.000000, 0.000000, 37.002899, 0.004658, 76.576859,  ,857, 170.435898, 370.435913, 200.000000, 0.000000, 0.001160, 67.239494,  ,857, 103.310997, 103.310997, 0.000000, 0.000000, 0.001438, 65.963539,  ,857, 195.600296, 130.000000, 0.000000, 65.600296, 0.001447, 51.139702,  ,857, 163.602097, 130.000000, 0.000000, 33.602097, 0.001220, 27.250908 
 858, 132.927399, 130.000000, 0.000000, 2.927399, 0.001526, 77.372810,89.196251,3.225923,  ,858, 169.534698, 130.000000, 0.000000, 39.534698, 0.005880, 89.829674,  ,858, 168.342896, 130.000000, 0.000000, 38.342896, 0.004658, 76.473785,  ,858, 136.466705, 336.466705, 200.000000, 0.000000, 0.001160, 67.777130,  ,858, 101.111000, 101.111000, 0.000000, 0.000000, 0.001438, 65.963539,  ,858, 162.971100, 130.000000, 0.000000, 32.971100, 0.001447, 51.051071,  ,858, 128.932907, 128.932907, 0.000000, 0.000000, 0.001220, 27.250908 
 859, 132.927399, 130.000000, 0.000000, 2.927399, 0.001526, 77.364944,89.196251,3.225923,  ,859, 168.034698, 130.000000, 0.000000, 38.034698, 0.005880, 89.727432,  ,859, 168.342896, 130.000000, 0.000000, 38.342896, 0.004658, 76.370712,  ,859, 136.466705, 336.466705, 200.000000, 0.000000, 0.001160, 68.314766,  ,859, 102.111000, 102.111000, 0.000000, 0.000000, 0.001438, 65.963539,  ,859, 197.271103, 130.000000, 0.000000, 67.271103, 0.001447, 50.870235,  ,859, 163.932907, 130.000000, 0.000000, 33.932907, 0.001220, 27.159691 
 860, 131.427399, 130.000000, 0.000000, 1.427399, 0.001526, 77.361107,89.196251,3.225923,  ,860, 168.034698, 130.000000, 0.000000, 38.034698, 0.005880, 89.625191,  ,860, 168.342896, 130.000000, 0.000000, 38.342896, 0.004658, 76.267639,  ,860, 136.466705, 336.466705, 200.000000, 0.000000, 0.001160, 68.852402,  ,860, 102.111000, 102.111000, 0.000000, 0.000000, 0.001438, 65.963539,  ,860, 197.271103, 130.000000, 0.000000, 67.271103, 0.001447, 50.689400,  ,860, 131.511993, 130.000000, 0.000000, 1.511993, 0.001220, 27.155626 
 861, 99.006500, 99.006500, 0.000000, 0.000000, 0.001526, 77.361107,89.196251,3.225923,  ,861, 168.034698, 130.000000, 0.000000, 38.034698, 0.005880, 89.522949,  ,861, 168.342896, 130.000000, 0.000000, 38.342896, 0.004658, 76.164566,  ,861, 136.466705, 336.466705, 200.000000, 0.000000, 0.001160, 69.390038,  ,861, 101.780998, 101.780998, 0.000000, 0.000000, 0.001438, 65.963539,  ,861, 197.271103, 130.000000, 0.000000, 67.271103, 0.001447, 50.508564,  ,861, 163.932907, 130.000000, 0.000000, 33.932907, 0.001220, 27.064409 
 862, 99.006500, 99.006500, 0.000000, 0.000000, 0.001526, 77.361107,89.196251,3.225923,  ,862, 203.034698, 130.000000, 0.000000, 73.034698, 0.005880, 89.326622,  ,862, 168.342896, 130.000000, 0.000000, 38.342896, 0.004658, 76.061493,  ,862, 136.466705, 336.466705, 200.000000, 0.000000, 0.001160, 69.927673,  ,862, 168.171097, 130.000000, 0.000000, 38.171097, 0.001438, 65.860931,  ,862, 197.271103, 130.000000, 0.000000, 67.271103, 0.001447, 50.327728,  ,862, 163.932907, 130.000000, 0.000000, 33.932907, 0.001220, 26.973192 
 863, 99.006500, 99.006500, 0.000000, 0.000000, 0.001526, 77.361107,89.196251,3.225923,  ,863, 203.034698, 130.000000, 0.000000, 73.034698, 0.005880, 89.130295,  ,863, 168.342896, 130.000000, 0.000000, 38.342896, 0.004658, 75.958420,  ,863, 102.497498, 302.497498, 200.000000, 0.000000, 0.001160, 70.465309,  ,863, 168.171097, 130.000000, 0.000000, 38.171097, 0.001438, 65.758324,  ,863, 197.271103, 130.000000, 0.000000, 67.271103, 0.001447, 50.146893,  ,863, 163.932907, 130.000000, 0.000000, 33.932907, 0.001220, 26.881975 
 864, 99.006500, 99.006500, 0.000000, 0.000000, 0.001526, 77.361107,89.196251,3.225923,  ,864, 203.034698, 130.000000, 0.000000, 73.034698, 0.005880, 88.933968,  ,864, 168.342896, 130.000000, 0.000000, 38.342896, 0.004658, 75.855347,  ,864, 102.497498, 302.497498, 200.000000, 0.000000, 0.001160, 71.002945,  ,864, 168.171097, 130.000000, 0.000000, 38.171097, 0.001438, 65.655716,  ,864, 198.771103, 130.000000, 0.000000, 68.771103, 0.001447, 49.962025,  ,864, 163.932907, 130.000000, 0.000000, 33.932907, 0.001220, 26.790758 
 865, 99.006500, 99.006500, 0.000000, 0.000000, 0.001526, 77.361107,89.196251,3.225923,  ,865, 203.034698, 130.000000, 0.000000, 73.034698, 0.005880, 88.737640,  ,865, 166.657394, 130.000000, 0.000000, 36.657394, 0.004658, 75.756805,  ,865, 102.497498, 302.497498, 200.000000, 0.000000, 0.001160, 71.540581,  ,865, 168.171097, 130.000000, 0.000000, 38.171097, 0.001438, 65.553108,  ,865, 197.271103, 130.000000, 0.000000, 67.271103, 0.001447, 49.781189,  ,865, 164.232895, 130.000000, 0.000000, 34.232895, 0.001220, 26.698734 
 866, 97.320999, 97.320999, 0.000000, 0.000000, 0.001526, 77.361107,89.196251,3.225923,  ,866, 203.034698, 130.000000, 0.000000, 73.034698, 0.005880, 88.541313,  ,866, 134.236496, 130.000000, 0.000000, 4.236496, 0.004658, 75.745415,  ,866, 136.797501, 336.797485, 200.000000, 0.000000, 0.001160, 72.078217,  ,866, 168.171097, 130.000000, 0.000000, 38.171097, 0.001438, 65.450500,  ,866, 198.771103, 130.000000, 0.000000, 68.771103, 0.001447, 49.596321,  ,866, 198.822906, 130.000000, 0.000000, 68.822906, 0.001220, 26.513727 
 867, 97.320999, 97.320999, 0.000000, 0.000000, 0.001526, 77.361107,89.196251,3.225923,  ,867, 203.034698, 130.000000, 0.000000, 73.034698, 0.005880, 88.344986,  ,867, 134.236496, 130.000000, 0.000000, 4.236496, 0.004658, 75.734024,  ,867, 101.167503, 301.167511, 200.000000, 0.000000, 0.001160, 72.615852,  ,867, 168.171097, 130.000000, 0.000000, 38.171097, 0.001438, 65.347893,  ,867, 198.771103, 130.000000, 0.000000, 68.771103, 0.001447, 49.411453,  ,867, 201.508408, 130.000000, 0.000000, 71.508408, 0.001220, 26.321501 
 868, 97.320999, 97.320999, 0.000000, 0.000000, 0.001526, 77.361107,89.196251,3.225923,  ,868, 203.534698, 130.000000, 0.000000, 73.534698, 0.005880, 88.147308,  ,868, 134.236496, 130.000000, 0.000000, 4.236496, 0.004658, 75.722633,  ,868, 169.218399, 369.218384, 200.000000, 0.000000, 0.001160, 73.153488,  ,868, 168.171097, 130.000000, 0.000000, 38.171097, 0.001438, 65.245285,  ,868, 198.771103, 130.000000, 0.000000, 68.771103, 0.001447, 49.226585,  ,868, 199.168396, 130.000000, 0.000000, 69.168396, 0.001220, 26.135565 
 869, 93.560997, 93.560997, 0.000000, 0.000000, 0.001526, 77.361107,89.196251,3.225923,  ,869, 203.534698, 130.000000, 0.000000, 73.534698, 0.005880, 87.949631,  ,869, 134.236496, 130.000000, 0.000000, 4.236496, 0.004658, 75.711243,  ,869, 203.187607, 403.187622, 200.000000, 0.000000, 0.001160, 73.691124,  ,869, 168.171097, 130.000000, 0.000000, 38.171097, 0.001438, 65.142677,  ,869, 198.771103, 130.000000, 0.000000, 68.771103, 0.001447, 49.041718,  ,869, 201.853897, 130.000000, 0.000000, 71.853897, 0.001220, 25.942410 
 870, 93.560997, 93.560997, 0.000000, 0.000000, 0.001526, 77.361107,89.196251,3.225923,  ,870, 203.534698, 130.000000, 0.000000, 73.534698, 0.005880, 87.751953,  ,870, 134.236496, 130.000000, 0.000000, 4.236496, 0.004658, 75.699852,  ,870, 202.487595, 402.487610, 200.000000, 0.000000, 0.001160, 74.228760,  ,870, 168.171097, 130.000000, 0.000000, 38.171097, 0.001438, 65.040070,  ,870, 198.771103, 130.000000, 0.000000, 68.771103, 0.001447, 48.856850,  ,870, 201.853897, 130.000000, 0.000000, 71.853897, 0.001220, 25.749254 
 871, 93.560997, 293.561005, 200.000000, 0.000000, 0.001439, 77.898743,88.338753,3.407044,  ,871, 202.334702, 130.000000, 0.000000, 72.334702, 0.005083, 87.557503,  ,871, 134.236496, 130.000000, 0.000000, 4.236496, 0.004007, 75.688461,  ,871, 202.487595, 402.487610, 200.000000, 0.000000, 0.001219, 74.766396,  ,871, 168.171097, 130.000000, 0.000000, 38.171097, 0.001440, 64.937462,  ,871, 198.771103, 130.000000, 0.000000, 68.771103, 0.001428, 48.671982,  ,871, 200.853897, 400.853882, 200.000000, 0.000000, 0.001208, 26.286888 
 872, 91.875504, 291.875488, 200.000000, 0.000000, 0.001439, 78.436378,88.338753,3.407044,  ,872, 202.334702, 130.000000, 0.000000, 72.334702, 0.005083, 87.363052,  ,872, 134.236496, 130.000000, 0.000000, 4.236496, 0.004007, 75.677071,  ,872, 237.487595, 437.487610, 200.000000, 0.000000, 0.001219, 75.304031,  ,872, 168.171097, 130.000000, 0.000000, 38.171097, 0.001440, 64.834854,  ,872, 199.416595, 130.000000, 0.000000, 69.416595, 0.001428, 48.485378,  ,872, 200.853897, 400.853882, 200.000000, 0.000000, 0.001208, 26.824522 
 873, 91.875504, 291.875488, 200.000000, 0.000000, 0.001439, 78.974014,88.338753,3.407044,  ,873, 167.365494, 130.000000, 0.000000, 37.365494, 0.005083, 87.262604,  ,873, 134.236496, 130.000000, 0.000000, 4.236496, 0.004007, 75.665680,  ,873, 237.487595, 437.487610, 200.000000, 0.000000, 0.001219, 75.841667,  ,873, 168.171097, 130.000000, 0.000000, 38.171097, 0.001440, 64.732246,  ,873, 198.786606, 130.000000, 0.000000, 68.786606, 0.001428, 48.300468,  ,873, 234.823105, 434.823120, 200.000000, 0.000000, 0.001208, 27.362156 
 874, 126.875504, 326.875488, 200.000000, 0.000000, 0.001439, 79.511650,88.338753,3.407044,  ,874, 167.365494, 130.000000, 0.000000, 37.365494, 0.005083, 87.162155,  ,874, 134.236496, 130.000000, 0.000000, 4.236496, 0.004007, 75.654289,  ,874, 237.487595, 437.487610, 200.000000, 0.000000, 0.001219, 76.379303,  ,874, 168.171097, 130.000000, 0.000000, 38.171097, 0.001440, 64.629639,  ,874, 231.207504, 130.000000, 0.000000, 101.207504, 0.001428, 48.028404,  ,874, 234.823105, 434.823120, 200.000000, 0.000000, 0.001208, 27.899790 
 875, 160.296402, 360.296387, 200.000000, 0.000000, 0.001439, 80.049286,88.338753,3.407044,  ,875, 132.365494, 130.000000, 0.000000, 2.365494, 0.005083, 87.155800,  ,875, 134.236496, 130.000000, 0.000000, 4.236496, 0.004007, 75.642899,  ,875, 237.487595, 437.487610, 200.000000, 0.000000, 0.001219, 76.916939,  ,875, 168.171097, 130.000000, 0.000000, 38.171097, 0.001440, 64.527031,  ,875, 197.101105, 130.000000, 0.000000, 67.101105, 0.001428, 47.848026,  ,875, 234.823105, 434.823120, 200.000000, 0.000000, 0.001208, 28.437424 
 876, 164.396393, 364.396393, 200.000000, 0.000000, 0.001439, 80.586922,88.338753,3.407044,  ,876, 133.705505, 130.000000, 0.000000, 3.705505, 0.005083, 87.145836,  ,876, 134.236496, 130.000000, 0.000000, 4.236496, 0.004007, 75.631508,  ,876, 237.487595, 437.487610, 200.000000, 0.000000, 0.001219, 77.454575,  ,876, 168.171097, 130.000000, 0.000000, 38.171097, 0.001440, 64.424423,  ,876, 198.786606, 130.000000, 0.000000, 68.786606, 0.001428, 47.663116,  ,876, 234.823105, 434.823120, 200.000000, 0.000000, 0.001208, 28.975058 
 877, 165.396393, 365.396393, 200.000000, 0.000000, 0.001439, 81.124557,88.338753,3.407044,  ,877, 133.705505, 130.000000, 0.000000, 3.705505, 0.005083, 87.135872,  ,877, 166.657394, 130.000000, 0.000000, 36.657394, 0.004007, 75.532967,  ,877, 237.487595, 437.487610, 200.000000, 0.000000, 0.001219, 77.992210,  ,877, 203.171097, 130.000000, 0.000000, 73.171097, 0.001440, 64.227730,  ,877, 164.817398, 130.000000, 0.000000, 34.817398, 0.001428, 47.569523,  ,877, 234.823105, 434.823120, 200.000000, 0.000000, 0.001208, 29.512691 
 878, 165.396393, 365.396393, 200.000000, 0.000000, 0.001439, 81.662193,88.338753,3.407044,  ,878, 132.705505, 130.000000, 0.000000, 2.705505, 0.005083, 87.128601,  ,878, 131.657394, 130.000000, 0.000000, 1.657394, 0.004007, 75.528511,  ,878, 237.487595, 437.487610, 200.000000, 0.000000, 0.001219, 78.529846,  ,878, 168.511093, 130.000000, 0.000000, 38.511093, 0.001440, 64.124207,  ,878, 164.817398, 130.000000, 0.000000, 34.817398, 0.001428, 47.475929,  ,878, 235.453094, 435.453094, 200.000000, 0.000000, 0.001208, 30.050325 
 879, 165.396393, 365.396393, 200.000000, 0.000000, 0.001439, 82.199829,88.338753,3.407044,  ,879, 132.705505, 130.000000, 0.000000, 2.705505, 0.005083, 87.121330,  ,879, 131.657394, 130.000000, 0.000000, 1.657394, 0.004007, 75.524055,  ,879, 237.487595, 437.487610, 200.000000, 0.000000, 0.001219, 79.067482,  ,879, 203.511093, 130.000000, 0.000000, 73.511093, 0.001440, 63.926598,  ,879, 164.817398, 130.000000, 0.000000, 34.817398, 0.001428, 47.382336,  ,879, 235.453094, 435.453094, 200.000000, 0.000000, 0.001208, 30.587959 
 880, 165.396393, 365.396393, 200.000000, 0.000000, 0.001439, 82.737465,88.338753,3.407044,  ,880, 135.245499, 130.000000, 0.000000, 5.245499, 0.005083, 87.107231,  ,880, 131.657394, 130.000000, 0.000000, 1.657394, 0.004007, 75.519600,  ,880, 237.487595, 437.487610, 200.000000, 0.000000, 0.001219, 79.605118,  ,880, 173.290207, 130.000000, 0.000000, 43.290207, 0.001440, 63.810226,  ,880, 165.817398, 130.000000, 0.000000, 35.817398, 0.001428, 47.286053,  ,880, 234.823105, 434.823120, 200.000000, 0.000000, 0.001208, 31.125593 
 881, 165.396393, 365.396393, 200.000000, 0.000000, 0.001439, 83.275101,88.338753,3.407044,  ,881, 135.245499, 130.000000, 0.000000, 5.245499, 0.005083, 87.093132,  ,881, 131.657394, 130.000000, 0.000000, 1.657394, 0.004007, 75.515144,  ,881, 237.487595, 437.487610, 200.000000, 0.000000, 0.001219, 80.142754,  ,881, 173.290207, 130.000000, 0.000000, 43.290207, 0.001440, 63.693855,  ,881, 167.202896, 130.000000, 0.000000, 37.202896, 0.001428, 47.186047,  ,881, 267.243988, 467.243988, 200.000000, 0.000000, 0.001208, 31.663227 
 882, 165.396393, 365.396393, 200.000000, 0.000000, 0.001439, 83.812737,88.338753,3.407044,  ,882, 135.245499, 130.000000, 0.000000, 5.245499, 0.005083, 87.079033,  ,882, 131.657394, 130.000000, 0.000000, 1.657394, 0.004007, 75.510689,  ,882, 273.133087, 473.133087, 200.000000, 0.000000, 0.001219, 80.680389,  ,882, 173.290207, 130.000000, 0.000000, 43.290207, 0.001440, 63.577484,  ,882, 168.702896, 130.000000, 0.000000, 38.702896, 0.001428, 47.082008,  ,882, 270.453094, 470.453094, 200.000000, 0.000000, 0.001208, 32.200863 
 883, 165.396393, 365.396393, 200.000000, 0.000000, 0.001439, 84.350372,88.338753,3.407044,  ,883, 134.245499, 130.000000, 0.000000, 4.245499, 0.005083, 87.067619,  ,883, 131.657394, 130.000000, 0.000000, 1.657394, 0.004007, 75.506233,  ,883, 272.487610, 472.487610, 200.000000, 0.000000, 0.001219, 81.218025,  ,883, 173.290207, 130.000000, 0.000000, 43.290207, 0.001440, 63.461113,  ,883, 168.702896, 130.000000, 0.000000, 38.702896, 0.001428, 46.977970,  ,883, 235.453094, 435.453094, 200.000000, 0.000000, 0.001208, 32.738499 
 884, 165.396393, 365.396393, 200.000000, 0.000000, 0.001439, 84.888008,88.338753,3.407044,  ,884, 134.245499, 130.000000, 0.000000, 4.245499, 0.005083, 87.056206,  ,884, 131.657394, 130.000000, 0.000000, 1.657394, 0.004007, 75.501778,  ,884, 276.187592, 476.187592, 200.000000, 0.000000, 0.001219, 81.755661,  ,884, 173.290207, 130.000000, 0.000000, 43.290207, 0.001440, 63.344742,  ,884, 167.902893, 130.000000, 0.000000, 37.902893, 0.001428, 46.876080,  ,884, 236.793106, 436.793091, 200.000000, 0.000000, 0.001208, 33.276134 
 885, 165.396393, 365.396393, 200.000000, 0.000000, 0.001439, 85.425644,88.338753,3.407044,  ,885, 135.245499, 130.000000, 0.000000, 5.245499, 0.005083, 87.042107,  ,885, 131.657394, 130.000000, 0.000000, 1.657394, 0.004007, 75.497322,  ,885, 274.687592, 474.687592, 200.000000, 0.000000, 0.001219, 82.293297,  ,885, 173.290207, 130.000000, 0.000000, 43.290207, 0.001440, 63.228371,  ,885, 131.202896, 130.000000, 0.000000, 1.202896, 0.001428, 46.872845,  ,885, 236.793106, 436.793091, 200.000000, 0.000000, 0.001208, 33.813770 
 886, 165.396393, 365.396393, 200.000000, 0.000000, 0.001439, 85.963280,88.338753,3.407044,  ,886, 133.905502, 130.000000, 0.000000, 3.905502, 0.005083, 87.031609,  ,886, 131.657394, 130.000000, 0.000000, 1.657394, 0.004007, 75.492867,  ,886, 276.187592, 476.187592, 200.000000, 0.000000, 0.001219, 82.830933,  ,886, 139.320999, 130.000000, 0.000000, 9.320999, 0.001440, 63.203316,  ,886, 165.202896, 130.000000, 0.000000, 35.202896, 0.001428, 46.778214,  ,886, 236.793106, 436.793091, 200.000000, 0.000000, 0.001208, 34.351406 
 887, 161.636398, 361.636414, 200.000000, 0.000000, 0.001439, 86.500916,88.338753,3.407044,  ,887, 135.591003, 130.000000, 0.000000, 5.591003, 0.005083, 87.016579,  ,887, 167.287399, 130.000000, 0.000000, 37.287399, 0.004007, 75.392632,  ,887, 276.187592, 476.187592, 200.000000, 0.000000, 0.001219, 83.368568,  ,887, 173.290207, 130.000000, 0.000000, 43.290207, 0.001440, 63.086945,  ,887, 165.202896, 130.000000, 0.000000, 35.202896, 0.001428, 46.683582,  ,887, 236.793106, 436.793091, 200.000000, 0.000000, 0.001208, 34.889042 
 888, 161.636398, 361.636414, 200.000000, 0.000000, 0.001439, 87.038551,88.338753,3.407044,  ,888, 100.591003, 100.591003, 0.000000, 0.000000, 0.005083, 87.016579,  ,888, 202.287399, 130.000000, 0.000000, 72.287399, 0.004007, 75.198311,  ,888, 243.766693, 443.766693, 200.000000, 0.000000, 0.001219, 83.906204,  ,888, 173.290207, 130.000000, 0.000000, 43.290207, 0.001440, 62.970573,  ,888, 165.202896, 130.000000, 0.000000, 35.202896, 0.001428, 46.588951,  ,888, 235.107605, 435.107605, 200.000000, 0.000000, 0.001208, 35.426678 
 889, 161.636398, 361.636414, 200.000000, 0.000000, 0.001439, 87.576187,88.338753,3.407044,  ,889, 100.591003, 100.591003, 0.000000, 0.000000, 0.005083, 87.016579,  ,889, 202.287399, 130.000000, 0.000000, 72.287399, 0.004007, 75.003990,  ,889, 243.766693, 443.766693, 200.000000, 0.000000, 0.001219, 84.443840,  ,889, 172.660202, 130.000000, 0.000000, 42.660202, 0.001440, 62.855896,  ,889, 200.202896, 130.000000, 0.000000, 70.202896, 0.001428, 46.400234,  ,889, 235.107605, 435.107605, 200.000000, 0.000000, 0.001208, 35.964314 
 890, 161.636398, 361.636414, 200.000000, 0.000000, 0.001439, 88.113823,88.338753,3.407044,  ,890, 100.591003, 100.591003, 0.000000, 0.000000, 0.005083, 87.016579,  ,890, 202.287399, 130.000000, 0.000000, 72.287399, 0.004007, 74.809669,  ,890, 243.766693, 443.766693, 200.000000, 0.000000, 0.001219, 84.981476,  ,890, 205.081100, 130.000000, 0.000000, 75.081100, 0.001440, 62.654064,  ,890, 165.202896, 130.000000, 0.000000, 35.202896, 0.001428, 46.305603,  ,890, 235.107605, 435.107605, 200.000000, 0.000000, 0.001208, 36.501949 
 891, 161.636398, 361.636414, 200.000000, 0.000000, 0.001439, 88.651459,88.338753,3.407044,  ,891, 100.591003, 100.591003, 0.000000, 0.000000, 0.005083, 87.016579,  ,891, 237.287399, 130.000000, 0.000000, 107.287399, 0.004007, 74.521263,  ,891, 208.766693, 408.766693, 200.000000, 0.000000, 0.001219, 85.519112,  ,891, 205.081100, 130.000000, 0.000000, 75.081100, 0.001440, 62.452232,  ,891, 202.742905, 130.000000, 0.000000, 72.742905, 0.001428, 46.110058,  ,891, 235.107605, 435.107605, 200.000000, 0.000000, 0.001208, 37.039585 
 892, 161.636398, 361.636414, 200.000000, 0.000000, 0.001439, 89.189095,88.338753,3.407044,  ,892, 100.591003, 100.591003, 0.000000, 0.000000, 0.005083, 87.016579,  ,892, 237.287399, 130.000000, 0.000000, 107.287399, 0.004007, 74.232857,  ,892, 174.797501, 374.797485, 200.000000, 0.000000, 0.001219, 86.056747,  ,892, 205.081100, 130.000000, 0.000000, 75.081100, 0.001440, 62.250401,  ,892, 202.742905, 130.000000, 0.000000, 72.742905, 0.001428, 45.914513,  ,892, 200.107605, 400.107605, 200.000000, 0.000000, 0.001208, 37.577221 
 893, 200.096405, 400.096405, 200.000000, 0.000000, 0.001439, 89.726730,88.338753,3.407044,  ,893, 94.460999, 94.460999, 0.000000, 0.000000, 0.005083, 87.016579,  ,893, 237.287399, 130.000000, 0.000000, 107.287399, 0.004007, 73.944450,  ,893, 174.797501, 374.797485, 200.000000, 0.000000, 0.001219, 86.594383,  ,893, 205.081100, 130.000000, 0.000000, 75.081100, 0.001440, 62.048569,  ,893, 202.742905, 130.000000, 0.000000, 72.742905, 0.001428, 45.718967,  ,893, 200.107605, 400.107605, 200.000000, 0.000000, 0.001208, 38.114857 
 894, 238.865601, 438.865601, 200.000000, 0.000000, 0.001439, 90.264366,88.338753,3.407044,  ,894, 165.651093, 130.000000, 0.000000, 35.651093, 0.005083, 86.920746,  ,894, 237.287399, 130.000000, 0.000000, 107.287399, 0.004007, 73.656044,  ,894, 174.797501, 374.797485, 200.000000, 0.000000, 0.001219, 87.132019,  ,894, 205.081100, 130.000000, 0.000000, 75.081100, 0.001440, 61.846737,  ,894, 202.742905, 130.000000, 0.000000, 72.742905, 0.001428, 45.523422,  ,894, 198.422104, 398.422119, 200.000000, 0.000000, 0.001208, 38.652493 
 895, 238.865601, 438.865601, 200.000000, 0.000000, 0.001439, 90.802002,88.338753,3.407044,  ,895, 165.651093, 130.000000, 0.000000, 35.651093, 0.005083, 86.824913,  ,895, 204.866501, 130.000000, 0.000000, 74.866501, 0.004007, 73.454788,  ,895, 174.797501, 374.797485, 200.000000, 0.000000, 0.001219, 87.669655,  ,895, 205.081100, 130.000000, 0.000000, 75.081100, 0.001440, 61.644905,  ,895, 167.781998, 130.000000, 0.000000, 37.781998, 0.001428, 45.421856,  ,895, 200.107605, 400.107605, 200.000000, 0.000000, 0.001208, 39.190128 
 896, 238.865601, 438.865601, 200.000000, 0.000000, 0.001439, 91.339638,88.338753,3.407044,  ,896, 130.981903, 130.000000, 0.000000, 0.981903, 0.005083, 86.822273,  ,896, 204.866501, 130.000000, 0.000000, 74.866501, 0.004007, 73.253532,  ,896, 174.797501, 374.797485, 200.000000, 0.000000, 0.001219, 88.207291,  ,896, 205.081100, 130.000000, 0.000000, 75.081100, 0.001440, 61.443073,  ,896, 169.467499, 130.000000, 0.000000, 39.467499, 0.001428, 45.315762,  ,896, 200.962097, 400.962097, 200.000000, 0.000000, 0.001208, 39.727764 
 897, 238.865601, 438.865601, 200.000000, 0.000000, 0.001439, 91.877274,88.338753,3.407044,  ,897, 165.981903, 130.000000, 0.000000, 35.981903, 0.005083, 86.725548,  ,897, 204.866501, 130.000000, 0.000000, 74.866501, 0.004007, 73.052277,  ,897, 139.797501, 339.797485, 200.000000, 0.000000, 0.001219, 88.744926,  ,897, 205.081100, 130.000000, 0.000000, 75.081100, 0.001440, 61.241241,  ,897, 204.766693, 130.000000, 0.000000, 74.766693, 0.001428, 45.114777,  ,897, 166.992905, 366.992920, 200.000000, 0.000000, 0.001208, 40.265400 
 898, 238.865601, 438.865601, 200.000000, 0.000000, 0.001439, 92.414909,88.338753,3.407044,  ,898, 199.951096, 130.000000, 0.000000, 69.951096, 0.005083, 86.537506,  ,898, 204.866501, 130.000000, 0.000000, 74.866501, 0.004007, 72.851021,  ,898, 138.797501, 338.797485, 200.000000, 0.000000, 0.001219, 89.282562,  ,898, 203.751099, 130.000000, 0.000000, 73.751099, 0.001440, 61.042984,  ,898, 205.097504, 130.000000, 0.000000, 75.097504, 0.001428, 44.912903,  ,898, 166.992905, 366.992920, 200.000000, 0.000000, 0.001208, 40.803036 
