  Minute,Demand,  Pgrid, Pbc, Pbd, Price_30_min, SoC,Sma,std, ,Minute,Demand,  Pgrid, Pbc, Pbd, Price_30_min, SoC,  ,Minute,Demand,  Pgrid, Pbc, Pbd, Price_30_min, SoC,  ,Minute,Demand,  Pgrid, Pbc, Pbd, Price_30_min, SoC,  ,Minute,Demand ,Pgrid, Pbc, Pbd, Price_30_min, SoC,  ,Minute,Demand ,Pgrid, Pbc, Pbd, Price_30_min, SoC,  ,Minute,Demand  ,Pgrid, Pbc, Pbd, Price_30_min, SoC  
 133, 162.681900, 130.000000, 0.000000, 32.681900, 0.001369, 72.300171,82.566246,10.206135,  ,133, 97.675499, 97.675499, 0.000000, 0.000000, 0.001113, 41.958176,  ,133, 197.619202, 130.000000, 0.000000, 67.619202, 0.001129, 63.025822,  ,133, 229.136505, 130.000000, 0.000000, 99.136505, 0.001203, 41.546024,  ,133, 194.814804, 130.000000, 0.000000, 64.814804, 0.001093, 79.293816,  ,133, 132.649200, 130.000000, 0.000000, 2.649200, 0.001101, 66.682175,  ,133, 161.365601, 130.000000, 0.000000, 31.365601, 0.001046, 44.935314 
 134, 162.681900, 130.000000, 0.000000, 32.681900, 0.001369, 72.212318,82.566246,10.206135,  ,134, 97.675499, 97.675499, 0.000000, 0.000000, 0.001113, 41.958176,  ,134, 233.249207, 130.000000, 0.000000, 103.249207, 0.001129, 62.748272,  ,134, 196.715607, 130.000000, 0.000000, 66.715607, 0.001203, 41.366680,  ,134, 194.814804, 130.000000, 0.000000, 64.814804, 0.001093, 79.119583,  ,134, 132.649200, 130.000000, 0.000000, 2.649200, 0.001101, 66.675056,  ,134, 160.735596, 130.000000, 0.000000, 30.735596, 0.001046, 44.852692 
 135, 162.681900, 130.000000, 0.000000, 32.681900, 0.001369, 72.124466,82.566246,10.206135,  ,135, 97.675499, 97.675499, 0.000000, 0.000000, 0.001113, 41.958176,  ,135, 233.249207, 130.000000, 0.000000, 103.249207, 0.001129, 62.470722,  ,135, 196.715607, 130.000000, 0.000000, 66.715607, 0.001203, 41.187336,  ,135, 194.814804, 130.000000, 0.000000, 64.814804, 0.001093, 78.945351,  ,135, 132.649200, 130.000000, 0.000000, 2.649200, 0.001101, 66.667938,  ,135, 193.156494, 130.000000, 0.000000, 63.156494, 0.001046, 44.682915 
 136, 129.021896, 129.021896, 0.000000, 0.000000, 0.001369, 72.124466,82.566246,10.206135,  ,136, 97.675499, 97.675499, 0.000000, 0.000000, 0.001113, 41.958176,  ,136, 233.249207, 130.000000, 0.000000, 103.249207, 0.001129, 62.193172,  ,136, 196.715607, 130.000000, 0.000000, 66.715607, 0.001203, 41.007992,  ,136, 194.814804, 130.000000, 0.000000, 64.814804, 0.001093, 78.771118,  ,136, 132.649200, 130.000000, 0.000000, 2.649200, 0.001101, 66.660820,  ,136, 193.156494, 130.000000, 0.000000, 63.156494, 0.001046, 44.513138 
 137, 129.021896, 129.021896, 0.000000, 0.000000, 0.001369, 72.124466,82.566246,10.206135,  ,137, 94.489998, 94.489998, 0.000000, 0.000000, 0.001113, 41.958176,  ,137, 233.249207, 130.000000, 0.000000, 103.249207, 0.001129, 61.915623,  ,137, 193.530106, 130.000000, 0.000000, 63.530106, 0.001203, 40.837212,  ,137, 194.814804, 130.000000, 0.000000, 64.814804, 0.001093, 78.596886,  ,137, 133.989197, 130.000000, 0.000000, 3.989197, 0.001101, 66.650093,  ,137, 228.455704, 130.000000, 0.000000, 98.455704, 0.001046, 44.248470 
 138, 129.021896, 129.021896, 0.000000, 0.000000, 0.001369, 72.124466,82.566246,10.206135,  ,138, 94.489998, 94.489998, 0.000000, 0.000000, 0.001113, 41.958176,  ,138, 199.279999, 130.000000, 0.000000, 69.279999, 0.001129, 61.729385,  ,138, 193.530106, 130.000000, 0.000000, 63.530106, 0.001203, 40.666431,  ,138, 194.814804, 130.000000, 0.000000, 64.814804, 0.001093, 78.422653,  ,138, 136.529205, 130.000000, 0.000000, 6.529205, 0.001101, 66.632538,  ,138, 228.455704, 130.000000, 0.000000, 98.455704, 0.001046, 43.983803 
 139, 125.261902, 125.261902, 0.000000, 0.000000, 0.001369, 72.124466,82.566246,10.206135,  ,139, 94.489998, 94.489998, 0.000000, 0.000000, 0.001113, 41.958176,  ,139, 199.279999, 130.000000, 0.000000, 69.279999, 0.001129, 61.543148,  ,139, 193.530106, 130.000000, 0.000000, 63.530106, 0.001203, 40.495651,  ,139, 194.169296, 130.000000, 0.000000, 64.169296, 0.001093, 78.250153,  ,139, 136.529205, 130.000000, 0.000000, 6.529205, 0.001101, 66.614983,  ,139, 228.455704, 130.000000, 0.000000, 98.455704, 0.001046, 43.719135 
 140, 129.021896, 129.021896, 0.000000, 0.000000, 0.001369, 72.124466,82.566246,10.206135,  ,140, 94.489998, 94.489998, 0.000000, 0.000000, 0.001113, 41.958176,  ,140, 199.279999, 130.000000, 0.000000, 69.279999, 0.001129, 61.356911,  ,140, 193.530106, 130.000000, 0.000000, 63.530106, 0.001203, 40.324871,  ,140, 194.169296, 130.000000, 0.000000, 64.169296, 0.001093, 78.077652,  ,140, 102.559998, 102.559998, 0.000000, 0.000000, 0.001101, 66.614983,  ,140, 228.455704, 130.000000, 0.000000, 98.455704, 0.001046, 43.454468 
 141, 130.707397, 130.000000, 0.000000, 0.707397, 0.001369, 72.122566,82.566246,10.206135,  ,141, 94.489998, 94.489998, 0.000000, 0.000000, 0.001113, 41.958176,  ,141, 199.279999, 130.000000, 0.000000, 69.279999, 0.001129, 61.170673,  ,141, 161.109207, 130.000000, 0.000000, 31.109207, 0.001203, 40.241245,  ,141, 194.469299, 130.000000, 0.000000, 64.469299, 0.001093, 77.904350,  ,141, 102.559998, 102.559998, 0.000000, 0.000000, 0.001101, 66.614983,  ,141, 228.455704, 130.000000, 0.000000, 98.455704, 0.001046, 43.189800 
 142, 98.286499, 98.286499, 0.000000, 0.000000, 0.001369, 72.122566,82.566246,10.206135,  ,142, 97.029999, 97.029999, 0.000000, 0.000000, 0.001113, 41.958176,  ,142, 200.619995, 130.000000, 0.000000, 70.619995, 0.001129, 60.980835,  ,142, 161.109207, 130.000000, 0.000000, 31.109207, 0.001203, 40.157619,  ,142, 194.469299, 130.000000, 0.000000, 64.469299, 0.001093, 77.731049,  ,142, 136.529205, 130.000000, 0.000000, 6.529205, 0.001101, 66.597427,  ,142, 228.455704, 130.000000, 0.000000, 98.455704, 0.001046, 42.925133 
 143, 98.286499, 98.286499, 0.000000, 0.000000, 0.001369, 72.122566,82.566246,10.206135,  ,143, 97.730003, 97.730003, 0.000000, 0.000000, 0.001113, 41.958176,  ,143, 200.619995, 130.000000, 0.000000, 70.619995, 0.001129, 60.790997,  ,143, 159.609207, 130.000000, 0.000000, 29.609207, 0.001203, 40.078026,  ,143, 160.500107, 130.000000, 0.000000, 30.500107, 0.001093, 77.649055,  ,143, 136.529205, 130.000000, 0.000000, 6.529205, 0.001101, 66.579872,  ,143, 228.455704, 130.000000, 0.000000, 98.455704, 0.001046, 42.660465 
 144, 96.786499, 96.786499, 0.000000, 0.000000, 0.001369, 72.122566,82.566246,10.206135,  ,144, 131.699203, 130.000000, 0.000000, 1.699203, 0.001113, 41.953609,  ,144, 199.119995, 130.000000, 0.000000, 69.119995, 0.001129, 60.605190,  ,144, 158.739197, 130.000000, 0.000000, 28.739197, 0.001203, 40.000771,  ,144, 160.500107, 130.000000, 0.000000, 30.500107, 0.001093, 77.567062,  ,144, 137.859207, 130.000000, 0.000000, 7.859207, 0.001101, 66.558746,  ,144, 226.955704, 130.000000, 0.000000, 96.955704, 0.001046, 42.399830 
 145, 96.786499, 96.786499, 0.000000, 0.000000, 0.001369, 72.122566,82.566246,10.206135,  ,145, 131.699203, 130.000000, 0.000000, 1.699203, 0.001113, 41.949043,  ,145, 162.449997, 130.000000, 0.000000, 32.449997, 0.001129, 60.517960,  ,145, 158.109207, 130.000000, 0.000000, 28.109207, 0.001203, 39.925209,  ,145, 160.500107, 130.000000, 0.000000, 30.500107, 0.001093, 77.485069,  ,145, 137.859207, 130.000000, 0.000000, 7.859207, 0.001101, 66.537621,  ,145, 226.955704, 130.000000, 0.000000, 96.955704, 0.001046, 42.139194 
 146, 91.986504, 91.986504, 0.000000, 0.000000, 0.001369, 72.122566,82.566246,10.206135,  ,146, 131.304703, 130.000000, 0.000000, 1.304703, 0.001113, 41.945538,  ,146, 159.870895, 130.000000, 0.000000, 29.870895, 0.001129, 60.437660,  ,146, 156.560898, 130.000000, 0.000000, 26.560898, 0.001203, 39.853809,  ,146, 160.500107, 130.000000, 0.000000, 30.500107, 0.001093, 77.403076,  ,146, 137.859207, 130.000000, 0.000000, 7.859207, 0.001101, 66.516495,  ,146, 225.915695, 130.000000, 0.000000, 95.915695, 0.001046, 41.881355 
 147, 95.746498, 95.746498, 0.000000, 0.000000, 0.001369, 72.122566,82.566246,10.206135,  ,147, 133.475693, 130.000000, 0.000000, 3.475693, 0.001113, 41.936195,  ,147, 161.556396, 130.000000, 0.000000, 31.556396, 0.001129, 60.352833,  ,147, 159.439194, 130.000000, 0.000000, 29.439194, 0.001203, 39.774673,  ,147, 126.530899, 126.530899, 0.000000, 0.000000, 0.001093, 77.403076,  ,147, 136.529205, 130.000000, 0.000000, 6.529205, 0.001101, 66.498940,  ,147, 227.601196, 130.000000, 0.000000, 97.601196, 0.001046, 41.618988 
 148, 97.431999, 97.431999, 0.000000, 0.000000, 0.001369, 72.122566,82.566246,10.206135,  ,148, 133.475693, 130.000000, 0.000000, 3.475693, 0.001113, 41.926853,  ,148, 161.556396, 130.000000, 0.000000, 31.556396, 0.001129, 60.268005,  ,148, 124.439201, 124.439201, 0.000000, 0.000000, 0.001203, 39.774673,  ,148, 126.530899, 126.530899, 0.000000, 0.000000, 0.001093, 77.403076,  ,148, 170.290100, 130.000000, 0.000000, 40.290100, 0.001101, 66.390633,  ,148, 227.601196, 130.000000, 0.000000, 97.601196, 0.001046, 41.356621 
 149, 97.431999, 97.431999, 0.000000, 0.000000, 0.001369, 72.122566,82.566246,10.206135,  ,149, 167.444901, 130.000000, 0.000000, 37.444901, 0.001113, 41.826195,  ,149, 161.556396, 130.000000, 0.000000, 31.556396, 0.001129, 60.183178,  ,149, 125.769203, 125.769203, 0.000000, 0.000000, 0.001203, 39.774673,  ,149, 93.709999, 93.709999, 0.000000, 0.000000, 0.001093, 77.403076,  ,149, 170.290100, 130.000000, 0.000000, 40.290100, 0.001101, 66.282326,  ,149, 195.180298, 130.000000, 0.000000, 65.180298, 0.001046, 41.181404 
 150, 95.746498, 95.746498, 0.000000, 0.000000, 0.001369, 72.122566,82.566246,10.206135,  ,150, 167.444901, 130.000000, 0.000000, 37.444901, 0.001113, 41.725536,  ,150, 161.556396, 130.000000, 0.000000, 31.556396, 0.001129, 60.098351,  ,150, 125.769203, 125.769203, 0.000000, 0.000000, 0.001203, 39.774673,  ,150, 128.410004, 128.410004, 0.000000, 0.000000, 0.001093, 77.403076,  ,150, 168.950104, 130.000000, 0.000000, 38.950104, 0.001101, 66.177620,  ,150, 230.810303, 130.000000, 0.000000, 100.810303, 0.001046, 40.910408 
 151, 89.446503, 289.446503, 200.000000, 0.000000, 0.001280, 72.660202,81.254997,8.560688,  ,151, 167.444901, 130.000000, 0.000000, 37.444901, 0.001095, 41.624878,  ,151, 161.556396, 130.000000, 0.000000, 31.556396, 0.001121, 60.013523,  ,151, 125.769203, 125.769203, 0.000000, 0.000000, 0.001127, 39.774673,  ,151, 128.410004, 128.410004, 0.000000, 0.000000, 0.001079, 77.403076,  ,151, 169.135605, 130.000000, 0.000000, 39.135605, 0.001059, 66.072418,  ,151, 230.810303, 130.000000, 0.000000, 100.810303, 0.001035, 40.639412 
 152, 89.446503, 289.446503, 200.000000, 0.000000, 0.001280, 73.197838,81.254997,8.560688,  ,152, 167.444901, 130.000000, 0.000000, 37.444901, 0.001095, 41.524220,  ,152, 161.556396, 130.000000, 0.000000, 31.556396, 0.001121, 59.928696,  ,152, 125.769203, 125.769203, 0.000000, 0.000000, 0.001127, 39.774673,  ,152, 128.410004, 128.410004, 0.000000, 0.000000, 0.001079, 77.403076,  ,152, 169.135605, 130.000000, 0.000000, 39.135605, 0.001059, 65.967216,  ,152, 230.810303, 130.000000, 0.000000, 100.810303, 0.001035, 40.368416 
 153, 94.546501, 294.546509, 200.000000, 0.000000, 0.001280, 73.735474,81.254997,8.560688,  ,153, 166.404907, 130.000000, 0.000000, 36.404907, 0.001095, 41.426357,  ,153, 196.225601, 130.000000, 0.000000, 66.225601, 0.001121, 59.750671,  ,153, 124.729202, 124.729202, 0.000000, 0.000000, 0.001127, 39.774673,  ,153, 128.410004, 128.410004, 0.000000, 0.000000, 0.001079, 77.403076,  ,153, 169.135605, 130.000000, 0.000000, 39.135605, 0.001059, 65.862015,  ,153, 230.810303, 130.000000, 0.000000, 100.810303, 0.001035, 40.097420 
 154, 94.546501, 294.546509, 200.000000, 0.000000, 0.001280, 74.273109,81.254997,8.560688,  ,154, 166.590393, 130.000000, 0.000000, 36.590393, 0.001095, 41.327995,  ,154, 196.225601, 130.000000, 0.000000, 66.225601, 0.001121, 59.572647,  ,154, 160.383896, 130.000000, 0.000000, 30.383896, 0.001127, 39.692997,  ,154, 163.009995, 130.000000, 0.000000, 33.009995, 0.001079, 77.314339,  ,154, 167.635605, 130.000000, 0.000000, 37.635605, 0.001059, 65.760841,  ,154, 195.341095, 130.000000, 0.000000, 65.341095, 0.001035, 39.921772 
 155, 94.546501, 294.546509, 200.000000, 0.000000, 0.001280, 74.810745,81.254997,8.560688,  ,155, 201.889603, 130.000000, 0.000000, 71.889603, 0.001095, 41.134743,  ,155, 196.225601, 130.000000, 0.000000, 66.225601, 0.001121, 59.394623,  ,155, 160.683899, 130.000000, 0.000000, 30.683899, 0.001127, 39.610512,  ,155, 164.695496, 130.000000, 0.000000, 34.695496, 0.001079, 77.221069,  ,155, 167.635605, 130.000000, 0.000000, 37.635605, 0.001059, 65.659668,  ,155, 195.341095, 130.000000, 0.000000, 65.341095, 0.001035, 39.746124 
 156, 94.546501, 294.546509, 200.000000, 0.000000, 0.001280, 75.348381,81.254997,8.560688,  ,156, 201.889603, 130.000000, 0.000000, 71.889603, 0.001095, 40.941490,  ,156, 161.556396, 130.000000, 0.000000, 31.556396, 0.001121, 59.309795,  ,156, 160.683899, 130.000000, 0.000000, 30.683899, 0.001127, 39.528027,  ,156, 164.695496, 130.000000, 0.000000, 34.695496, 0.001079, 77.127800,  ,156, 203.265594, 130.000000, 0.000000, 73.265594, 0.001059, 65.462715,  ,156, 162.920197, 130.000000, 0.000000, 32.920197, 0.001035, 39.657631 
 157, 94.546501, 294.546509, 200.000000, 0.000000, 0.001280, 75.886017,81.254997,8.560688,  ,157, 201.889603, 130.000000, 0.000000, 71.889603, 0.001095, 40.748238,  ,157, 196.556396, 130.000000, 0.000000, 66.556396, 0.001121, 59.130878,  ,157, 163.409393, 130.000000, 0.000000, 33.409393, 0.001127, 39.438217,  ,157, 164.695496, 130.000000, 0.000000, 34.695496, 0.001079, 77.034531,  ,157, 203.265594, 130.000000, 0.000000, 73.265594, 0.001059, 65.265762,  ,157, 196.889404, 130.000000, 0.000000, 66.889404, 0.001035, 39.477821 
 158, 94.546501, 294.546509, 200.000000, 0.000000, 0.001280, 76.423653,81.254997,8.560688,  ,158, 201.889603, 130.000000, 0.000000, 71.889603, 0.001095, 40.554985,  ,158, 196.556396, 130.000000, 0.000000, 66.556396, 0.001121, 58.951962,  ,158, 164.909393, 130.000000, 0.000000, 34.909393, 0.001127, 39.344376,  ,158, 165.895493, 130.000000, 0.000000, 35.895493, 0.001079, 76.938034,  ,158, 203.265594, 130.000000, 0.000000, 73.265594, 0.001059, 65.068810,  ,158, 196.889404, 130.000000, 0.000000, 66.889404, 0.001035, 39.298012 
 159, 95.246498, 295.246490, 200.000000, 0.000000, 0.001280, 76.961288,81.254997,8.560688,  ,159, 201.889603, 130.000000, 0.000000, 71.889603, 0.001095, 40.361732,  ,159, 161.556396, 130.000000, 0.000000, 31.556396, 0.001121, 58.867134,  ,159, 164.909393, 130.000000, 0.000000, 34.909393, 0.001127, 39.250534,  ,159, 165.895493, 130.000000, 0.000000, 35.895493, 0.001079, 76.841537,  ,159, 203.965607, 130.000000, 0.000000, 73.965607, 0.001059, 64.869980,  ,159, 164.260193, 130.000000, 0.000000, 34.260193, 0.001035, 39.205914 
 160, 125.455704, 325.455688, 200.000000, 0.000000, 0.001280, 77.498924,81.254997,8.560688,  ,160, 201.889603, 130.000000, 0.000000, 71.889603, 0.001095, 40.168480,  ,160, 161.556396, 130.000000, 0.000000, 31.556396, 0.001121, 58.782307,  ,160, 164.909393, 130.000000, 0.000000, 34.909393, 0.001127, 39.156693,  ,160, 168.435501, 130.000000, 0.000000, 38.435501, 0.001079, 76.738213,  ,160, 237.234802, 130.000000, 0.000000, 107.234802, 0.001059, 64.581711,  ,160, 164.260193, 130.000000, 0.000000, 34.260193, 0.001035, 39.113815 
 161, 120.655701, 320.655701, 200.000000, 0.000000, 0.001280, 78.036560,81.254997,8.560688,  ,161, 201.259598, 130.000000, 0.000000, 71.259598, 0.001095, 39.976921,  ,161, 163.241898, 130.000000, 0.000000, 33.241898, 0.001121, 58.692947,  ,161, 164.909393, 130.000000, 0.000000, 34.909393, 0.001127, 39.062851,  ,161, 168.435501, 130.000000, 0.000000, 38.435501, 0.001079, 76.634888,  ,161, 238.234802, 130.000000, 0.000000, 108.234802, 0.001059, 64.290756,  ,161, 198.560196, 130.000000, 0.000000, 68.560196, 0.001035, 38.929512 
 162, 121.400200, 321.400208, 200.000000, 0.000000, 0.001280, 78.574196,81.254997,8.560688,  ,162, 233.680496, 130.000000, 0.000000, 103.680496, 0.001095, 39.698212,  ,162, 163.241898, 130.000000, 0.000000, 33.241898, 0.001121, 58.603588,  ,162, 166.249405, 130.000000, 0.000000, 36.249405, 0.001127, 38.965405,  ,162, 169.775497, 130.000000, 0.000000, 39.775497, 0.001079, 76.527962,  ,162, 238.234802, 130.000000, 0.000000, 108.234802, 0.001059, 63.999802,  ,162, 198.560196, 130.000000, 0.000000, 68.560196, 0.001035, 38.745209 
 163, 151.406601, 351.406616, 200.000000, 0.000000, 0.001280, 79.111832,81.254997,8.560688,  ,163, 233.680496, 130.000000, 0.000000, 103.680496, 0.001095, 39.419502,  ,163, 163.241898, 130.000000, 0.000000, 33.241898, 0.001121, 58.514229,  ,163, 166.249405, 130.000000, 0.000000, 36.249405, 0.001127, 38.867958,  ,163, 169.775497, 130.000000, 0.000000, 39.775497, 0.001079, 76.421036,  ,163, 238.234802, 130.000000, 0.000000, 108.234802, 0.001059, 63.708847,  ,163, 198.560196, 130.000000, 0.000000, 68.560196, 0.001035, 38.560905 
 164, 155.506607, 355.506592, 200.000000, 0.000000, 0.001280, 79.649467,81.254997,8.560688,  ,164, 233.680496, 130.000000, 0.000000, 103.680496, 0.001095, 39.140793,  ,164, 130.820999, 130.000000, 0.000000, 0.820999, 0.001121, 58.512020,  ,164, 166.249405, 130.000000, 0.000000, 36.249405, 0.001127, 38.770512,  ,164, 169.775497, 130.000000, 0.000000, 39.775497, 0.001079, 76.314110,  ,164, 238.234802, 130.000000, 0.000000, 108.234802, 0.001059, 63.417892,  ,164, 198.560196, 130.000000, 0.000000, 68.560196, 0.001035, 38.376602 
 165, 191.846603, 391.846619, 200.000000, 0.000000, 0.001280, 80.187103,81.254997,8.560688,  ,165, 199.711304, 130.000000, 0.000000, 69.711304, 0.001095, 38.953396,  ,165, 130.820999, 130.000000, 0.000000, 0.820999, 0.001121, 58.509811,  ,165, 167.589401, 130.000000, 0.000000, 37.589401, 0.001127, 38.669464,  ,165, 169.775497, 130.000000, 0.000000, 39.775497, 0.001079, 76.207184,  ,165, 237.194794, 130.000000, 0.000000, 107.194794, 0.001059, 63.129734,  ,165, 198.560196, 130.000000, 0.000000, 68.560196, 0.001035, 38.192299 
 166, 195.606598, 395.606598, 200.000000, 0.000000, 0.001280, 80.724739,81.254997,8.560688,  ,166, 199.711304, 130.000000, 0.000000, 69.711304, 0.001095, 38.765999,  ,166, 130.820999, 130.000000, 0.000000, 0.820999, 0.001121, 58.507603,  ,166, 167.589401, 130.000000, 0.000000, 37.589401, 0.001127, 38.568417,  ,166, 169.775497, 130.000000, 0.000000, 39.775497, 0.001079, 76.100258,  ,166, 204.911102, 130.000000, 0.000000, 74.911102, 0.001059, 62.928360,  ,166, 198.560196, 130.000000, 0.000000, 68.560196, 0.001035, 38.007996 
 167, 197.292099, 397.292114, 200.000000, 0.000000, 0.001280, 81.262375,81.254997,8.560688,  ,167, 199.711304, 130.000000, 0.000000, 69.711304, 0.001095, 38.578602,  ,167, 132.506500, 130.000000, 0.000000, 2.506500, 0.001121, 58.500866,  ,167, 202.589401, 130.000000, 0.000000, 72.589401, 0.001127, 38.373283,  ,167, 169.775497, 130.000000, 0.000000, 39.775497, 0.001079, 75.993332,  ,167, 172.490204, 130.000000, 0.000000, 42.490204, 0.001059, 62.814140,  ,167, 198.560196, 130.000000, 0.000000, 68.560196, 0.001035, 37.823692 
 168, 197.292099, 397.292114, 200.000000, 0.000000, 0.001280, 81.800011,81.254997,8.560688,  ,168, 199.711304, 130.000000, 0.000000, 69.711304, 0.001095, 38.391205,  ,168, 132.506500, 130.000000, 0.000000, 2.506500, 0.001121, 58.494129,  ,168, 168.620193, 130.000000, 0.000000, 38.620193, 0.001127, 38.269466,  ,168, 169.775497, 130.000000, 0.000000, 39.775497, 0.001079, 75.886406,  ,168, 172.490204, 130.000000, 0.000000, 42.490204, 0.001059, 62.699921,  ,168, 198.560196, 130.000000, 0.000000, 68.560196, 0.001035, 37.639389 
 169, 197.292099, 397.292114, 200.000000, 0.000000, 0.001280, 82.337646,81.254997,8.560688,  ,169, 199.711304, 130.000000, 0.000000, 69.711304, 0.001095, 38.203808,  ,169, 132.506500, 130.000000, 0.000000, 2.506500, 0.001121, 58.487392,  ,169, 168.620193, 130.000000, 0.000000, 38.620193, 0.001127, 38.165649,  ,169, 169.775497, 130.000000, 0.000000, 39.775497, 0.001079, 75.779480,  ,169, 172.490204, 130.000000, 0.000000, 42.490204, 0.001059, 62.585701,  ,169, 198.560196, 130.000000, 0.000000, 68.560196, 0.001035, 37.455086 
 170, 199.832108, 399.832092, 200.000000, 0.000000, 0.001280, 82.875282,81.254997,8.560688,  ,170, 165.742096, 130.000000, 0.000000, 35.742096, 0.001095, 38.107727,  ,170, 132.506500, 130.000000, 0.000000, 2.506500, 0.001121, 58.480656,  ,170, 168.620193, 130.000000, 0.000000, 38.620193, 0.001127, 38.061832,  ,170, 169.075500, 130.000000, 0.000000, 39.075500, 0.001079, 75.674438,  ,170, 172.490204, 130.000000, 0.000000, 42.490204, 0.001059, 62.471481,  ,170, 233.859406, 130.000000, 0.000000, 103.859406, 0.001035, 37.175896 
 171, 198.332108, 398.332092, 200.000000, 0.000000, 0.001280, 83.412918,81.254997,8.560688,  ,171, 165.742096, 130.000000, 0.000000, 35.742096, 0.001095, 38.011646,  ,171, 132.506500, 130.000000, 0.000000, 2.506500, 0.001121, 58.473919,  ,171, 168.620193, 130.000000, 0.000000, 38.620193, 0.001127, 37.958015,  ,171, 204.075500, 130.000000, 0.000000, 74.075500, 0.001079, 75.475311,  ,171, 172.490204, 130.000000, 0.000000, 42.490204, 0.001059, 62.357262,  ,171, 234.159393, 130.000000, 0.000000, 104.159393, 0.001035, 36.895897 
 172, 198.332108, 398.332092, 200.000000, 0.000000, 0.001280, 83.950554,81.254997,8.560688,  ,172, 165.042099, 130.000000, 0.000000, 35.042099, 0.001095, 37.917446,  ,172, 132.506500, 130.000000, 0.000000, 2.506500, 0.001121, 58.467182,  ,172, 168.620193, 130.000000, 0.000000, 38.620193, 0.001127, 37.854198,  ,172, 204.075500, 130.000000, 0.000000, 74.075500, 0.001079, 75.276184,  ,172, 172.490204, 130.000000, 0.000000, 42.490204, 0.001059, 62.243042,  ,172, 234.159393, 130.000000, 0.000000, 104.159393, 0.001035, 36.615898 
 173, 198.332108, 398.332092, 200.000000, 0.000000, 0.001280, 84.488190,81.254997,8.560688,  ,173, 200.542099, 130.000000, 0.000000, 70.542099, 0.001095, 37.727818,  ,173, 131.506500, 130.000000, 0.000000, 1.506500, 0.001121, 58.463131,  ,173, 168.960205, 130.000000, 0.000000, 38.960205, 0.001127, 37.749466,  ,173, 204.075500, 130.000000, 0.000000, 74.075500, 0.001079, 75.077057,  ,173, 172.830200, 130.000000, 0.000000, 42.830200, 0.001059, 62.127907,  ,173, 233.159393, 130.000000, 0.000000, 103.159393, 0.001035, 36.338589 
 174, 194.572098, 394.572083, 200.000000, 0.000000, 0.001280, 85.025826,81.254997,8.560688,  ,174, 200.542099, 130.000000, 0.000000, 70.542099, 0.001095, 37.538189,  ,174, 129.820999, 129.820999, 0.000000, 0.000000, 0.001121, 58.463131,  ,174, 169.960205, 130.000000, 0.000000, 39.960205, 0.001127, 37.642048,  ,174, 169.075500, 130.000000, 0.000000, 39.075500, 0.001079, 74.972015,  ,174, 172.830200, 130.000000, 0.000000, 42.830200, 0.001059, 62.012772,  ,174, 233.159393, 130.000000, 0.000000, 103.159393, 0.001035, 36.061279 
 175, 194.572098, 394.572083, 200.000000, 0.000000, 0.001280, 85.563461,81.254997,8.560688,  ,175, 200.542099, 130.000000, 0.000000, 70.542099, 0.001095, 37.348560,  ,175, 197.597397, 130.000000, 0.000000, 67.597397, 0.001121, 58.281418,  ,175, 169.960205, 130.000000, 0.000000, 39.960205, 0.001127, 37.534630,  ,175, 169.075500, 130.000000, 0.000000, 39.075500, 0.001079, 74.866974,  ,175, 172.830200, 130.000000, 0.000000, 42.830200, 0.001059, 61.897636,  ,175, 235.699402, 130.000000, 0.000000, 105.699402, 0.001035, 35.777142 
 176, 198.332108, 398.332092, 200.000000, 0.000000, 0.001280, 86.101097,81.254997,8.560688,  ,176, 200.542099, 130.000000, 0.000000, 70.542099, 0.001095, 37.158932,  ,176, 162.297394, 130.000000, 0.000000, 32.297394, 0.001121, 58.194595,  ,176, 135.990997, 130.000000, 0.000000, 5.990997, 0.001127, 37.518524,  ,176, 168.375504, 130.000000, 0.000000, 38.375504, 0.001079, 74.763817,  ,176, 172.830200, 130.000000, 0.000000, 42.830200, 0.001059, 61.782501,  ,176, 237.199402, 130.000000, 0.000000, 107.199402, 0.001035, 35.488972 
 177, 200.017593, 400.017578, 200.000000, 0.000000, 0.001280, 86.638733,81.254997,8.560688,  ,177, 165.572906, 130.000000, 0.000000, 35.572906, 0.001095, 37.063305,  ,177, 195.266602, 130.000000, 0.000000, 65.266602, 0.001121, 58.019146,  ,177, 133.990997, 130.000000, 0.000000, 3.990997, 0.001127, 37.507797,  ,177, 166.745499, 130.000000, 0.000000, 36.745499, 0.001079, 74.665039,  ,177, 172.830200, 130.000000, 0.000000, 42.830200, 0.001059, 61.667366,  ,177, 200.844894, 130.000000, 0.000000, 70.844894, 0.001035, 35.298527 
 178, 200.017593, 400.017578, 200.000000, 0.000000, 0.001280, 87.176369,81.254997,8.560688,  ,178, 165.572906, 130.000000, 0.000000, 35.572906, 0.001095, 36.967678,  ,178, 195.266602, 130.000000, 0.000000, 65.266602, 0.001121, 57.843697,  ,178, 133.990997, 130.000000, 0.000000, 3.990997, 0.001127, 37.497070,  ,178, 164.166397, 130.000000, 0.000000, 34.166397, 0.001079, 74.573196,  ,178, 172.830200, 130.000000, 0.000000, 42.830200, 0.001059, 61.552231,  ,178, 231.580307, 130.000000, 0.000000, 101.580307, 0.001035, 35.025463 
